[(42, 93), (78, 97), (86, 81), (67, 70), (72, 66), (99, 52), (75, 1), (35, 25), (3, 36), (2, 42), (5, 43), (44, 52), (36, 65), (29, 94)]
[(21, 59), (7, 69), (8, 50), (22, 44), (50, 34), (54, 39), (59, 39), (91, 47), (90, 61), (54, 96), (45, 91), (41, 83), (35, 83), (37, 69)]
[(68, 10), (62, 9), (47, 1), (35, 27), (22, 66), (9, 99), (49, 83), (51, 87), (82, 84), (99, 91), (80, 58), (60, 51), (80, 49), (81, 40)]
[(91, 85), (82, 81), (69, 80), (66, 93), (49, 96), (49, 87), (56, 79), (46, 72), (6, 55), (6, 6), (15, 5), (46, 35), (65, 6), (78, 32)]
[(35, 95), (2, 93), (22, 84), (28, 71), (14, 59), (25, 48), (27, 10), (67, 16), (94, 16), (55, 50), (46, 58), (50, 77), (48, 83), (60, 92)]
[(82, 42), (84, 33), (97, 10), (76, 5), (71, 32), (21, 58), (8, 46), (10, 66), (16, 74), (22, 73), (28, 83), (34, 75), (69, 67), (92, 53)]
[(9, 22), (28, 9), (75, 4), (92, 0), (95, 2), (84, 35), (70, 79), (50, 68), (48, 49), (32, 72), (36, 87), (23, 86), (4, 71), (2, 23)]
[(92, 72), (57, 79), (48, 79), (44, 72), (40, 74), (19, 37), (14, 30), (27, 10), (38, 17), (65, 35), (90, 19), (79, 35), (82, 55), (95, 54)]
[(71, 60), (91, 66), (85, 46), (87, 30), (86, 19), (73, 22), (72, 33), (29, 0), (28, 26), (8, 43), (19, 80), (10, 91), (30, 87), (54, 47)]
[(44, 26), (46, 36), (70, 39), (83, 37), (62, 66), (50, 55), (36, 57), (41, 76), (58, 89), (28, 99), (12, 81), (0, 84), (13, 4), (41, 21)]
[(6, 76), (9, 79), (56, 93), (82, 90), (91, 63), (81, 70), (53, 66), (62, 50), (70, 40), (59, 9), (17, 25), (30, 36), (37, 44), (34, 46)]
[(64, 32), (82, 34), (92, 33), (73, 49), (89, 76), (84, 97), (58, 87), (44, 86), (51, 67), (33, 65), (19, 76), (9, 30), (62, 4), (65, 9)]
[(70, 6), (59, 14), (31, 7), (19, 1), (32, 18), (38, 34), (36, 36), (34, 35), (28, 32), (1, 72), (3, 100), (58, 95), (51, 85), (71, 31)]
[(42, 93), (13, 75), (22, 61), (22, 59), (13, 45), (14, 34), (36, 6), (52, 9), (85, 8), (100, 2), (76, 18), (55, 39), (65, 58), (73, 77)]
[(28, 44), (46, 41), (28, 67), (17, 83), (12, 94), (32, 85), (83, 72), (84, 71), (90, 8), (67, 14), (40, 19), (23, 8), (21, 16), (3, 19)]
[(6, 95), (6, 90), (29, 51), (18, 41), (4, 9), (40, 37), (80, 27), (90, 30), (83, 40), (79, 63), (77, 81), (75, 79), (44, 83), (14, 99)]
[(36, 10), (48, 29), (46, 40), (58, 44), (79, 41), (87, 60), (98, 89), (70, 91), (44, 73), (23, 84), (20, 82), (6, 93), (25, 56), (18, 37)]
[(85, 1), (84, 54), (62, 88), (55, 51), (36, 49), (35, 54), (0, 60), (7, 45), (19, 39), (34, 37), (37, 36), (38, 20), (59, 19), (63, 12)]
[(22, 33), (16, 2), (86, 8), (80, 20), (59, 39), (57, 44), (72, 48), (89, 60), (100, 93), (83, 91), (1, 71), (4, 68), (4, 50), (12, 41)]
[(34, 54), (48, 49), (49, 45), (69, 24), (83, 45), (76, 86), (78, 96), (61, 99), (43, 92), (12, 59), (0, 38), (22, 21), (29, 20), (33, 43)]
[(22, 88), (55, 74), (56, 82), (76, 95), (90, 80), (80, 60), (90, 45), (94, 24), (74, 30), (43, 16), (33, 36), (45, 60), (41, 71), (29, 78)]
[(5, 32), (8, 57), (47, 59), (63, 84), (85, 90), (81, 79), (78, 44), (92, 31), (76, 16), (72, 0), (58, 2), (46, 10), (44, 8), (14, 6)]
[(36, 80), (47, 71), (63, 75), (72, 30), (75, 19), (31, 11), (27, 13), (38, 49), (30, 49), (12, 43), (2, 52), (0, 53), (15, 84), (20, 91)]
[(91, 21), (61, 29), (25, 3), (11, 10), (18, 30), (7, 79), (10, 93), (49, 81), (56, 92), (62, 92), (69, 74), (76, 56), (82, 53), (81, 37)]
[(72, 58), (68, 79), (39, 100), (29, 94), (30, 86), (21, 62), (45, 42), (42, 40), (19, 31), (11, 30), (10, 17), (29, 19), (52, 17), (80, 26)]
[(35, 9), (37, 15), (37, 28), (91, 20), (76, 53), (89, 53), (85, 59), (92, 91), (96, 97), (65, 91), (1, 93), (10, 70), (25, 29), (5, 6)]
[(36, 8), (18, 2), (17, 11), (32, 12), (50, 24), (30, 63), (5, 98), (29, 87), (42, 97), (89, 81), (89, 38), (93, 24), (83, 12), (53, 5)]
[(23, 61), (26, 47), (72, 23), (71, 18), (59, 2), (84, 0), (87, 13), (94, 35), (77, 50), (58, 68), (79, 88), (90, 95), (69, 99), (4, 87)]
[(99, 66), (62, 5), (53, 4), (50, 11), (25, 20), (43, 24), (54, 39), (55, 40), (53, 45), (72, 57), (69, 64), (51, 85), (58, 83), (89, 73)]
[(83, 36), (79, 41), (62, 47), (95, 58), (96, 94), (77, 96), (43, 67), (38, 66), (21, 83), (15, 23), (20, 3), (75, 17), (85, 0), (99, 5)]
[(61, 27), (62, 23), (53, 12), (27, 28), (9, 51), (15, 76), (49, 67), (59, 88), (61, 88), (74, 72), (90, 84), (100, 64), (87, 58), (79, 16)]
[(50, 52), (31, 60), (14, 84), (9, 97), (16, 36), (52, 1), (70, 5), (76, 4), (87, 48), (91, 82), (97, 87), (65, 94), (64, 68), (60, 48)]
[(42, 58), (44, 52), (9, 47), (29, 19), (36, 6), (63, 24), (79, 13), (94, 77), (82, 88), (65, 100), (61, 96), (46, 84), (34, 96), (22, 81)]
[(62, 99), (84, 93), (77, 73), (85, 56), (97, 19), (68, 43), (58, 56), (20, 48), (13, 58), (29, 71), (41, 74), (55, 66), (62, 69), (67, 81)]
[(53, 64), (8, 79), (34, 54), (51, 37), (38, 26), (19, 13), (29, 13), (34, 7), (79, 4), (95, 12), (95, 44), (96, 45), (100, 81), (74, 75)]
[(9, 60), (3, 51), (27, 32), (32, 22), (48, 29), (57, 30), (99, 28), (91, 94), (82, 97), (68, 100), (50, 86), (47, 81), (50, 71), (35, 84)]
[(25, 38), (13, 36), (0, 38), (0, 81), (23, 55), (32, 64), (58, 79), (60, 87), (85, 68), (63, 43), (56, 32), (58, 9), (29, 6), (16, 16)]
[(31, 8), (35, 26), (15, 37), (21, 57), (40, 52), (32, 86), (67, 76), (90, 77), (97, 58), (63, 39), (72, 20), (94, 6), (60, 7), (42, 17)]
[(31, 23), (50, 23), (94, 0), (100, 16), (86, 89), (30, 84), (22, 80), (10, 85), (1, 65), (8, 58), (31, 56), (3, 17), (2, 5), (1, 2)]
[(15, 59), (21, 44), (22, 36), (3, 33), (34, 2), (75, 4), (98, 6), (93, 13), (51, 52), (89, 77), (74, 79), (64, 89), (38, 86), (10, 70)]
[(74, 99), (89, 88), (98, 88), (100, 4), (96, 2), (92, 8), (76, 13), (24, 37), (13, 18), (2, 9), (5, 20), (0, 41), (10, 45), (25, 96)]
[(1, 4), (24, 11), (89, 11), (100, 9), (93, 16), (91, 38), (88, 39), (100, 61), (88, 65), (76, 69), (25, 67), (18, 73), (17, 55), (5, 51)]
[(50, 30), (98, 9), (100, 54), (62, 57), (77, 81), (89, 94), (73, 97), (34, 100), (6, 66), (14, 50), (27, 47), (21, 36), (6, 24), (32, 10)]
[(69, 17), (61, 28), (18, 31), (21, 34), (31, 39), (49, 80), (53, 77), (54, 68), (56, 69), (63, 64), (83, 86), (99, 81), (77, 30), (75, 30)]
[(18, 53), (45, 67), (53, 79), (56, 91), (61, 81), (65, 79), (74, 75), (88, 85), (94, 85), (93, 80), (86, 14), (87, 4), (59, 20), (50, 45)]
[(94, 25), (34, 22), (17, 43), (18, 52), (24, 68), (25, 75), (18, 76), (18, 78), (30, 89), (46, 99), (49, 83), (87, 94), (70, 57), (82, 42)]
[(43, 91), (47, 69), (61, 61), (36, 46), (29, 42), (8, 54), (19, 1), (49, 36), (55, 28), (83, 20), (94, 54), (91, 74), (83, 92), (63, 97)]
[(9, 20), (17, 24), (5, 40), (15, 57), (42, 49), (53, 60), (96, 93), (99, 28), (88, 21), (71, 23), (63, 22), (27, 3), (24, 10), (15, 10)]
[(27, 12), (34, 25), (30, 38), (33, 47), (43, 50), (28, 64), (16, 73), (0, 81), (88, 82), (87, 65), (95, 60), (86, 49), (64, 17), (32, 9)]
[(68, 59), (90, 55), (94, 13), (53, 14), (28, 7), (24, 6), (36, 47), (45, 51), (37, 57), (43, 89), (78, 98), (100, 90), (77, 69), (68, 71)]
[(39, 23), (66, 18), (99, 0), (89, 22), (96, 47), (72, 34), (67, 43), (50, 46), (28, 64), (31, 89), (17, 95), (11, 97), (20, 58), (8, 40)]
[(56, 40), (66, 41), (91, 67), (71, 91), (64, 97), (5, 86), (10, 58), (26, 67), (35, 58), (53, 74), (53, 65), (57, 60), (55, 47), (49, 42)]
[(83, 18), (84, 18), (86, 1), (34, 34), (33, 62), (26, 60), (1, 48), (5, 75), (28, 89), (33, 96), (55, 87), (100, 91), (62, 54), (84, 23)]
[(56, 89), (27, 76), (16, 88), (14, 70), (4, 49), (6, 10), (10, 29), (27, 57), (41, 46), (57, 70), (61, 75), (91, 61), (100, 88), (100, 90)]
[(1, 26), (0, 20), (28, 2), (66, 5), (90, 6), (78, 11), (43, 48), (43, 56), (58, 64), (78, 99), (59, 99), (11, 98), (25, 50), (0, 37)]
[(41, 35), (81, 6), (90, 6), (98, 40), (100, 83), (85, 77), (75, 57), (62, 72), (29, 72), (32, 100), (7, 91), (8, 67), (20, 34), (33, 31)]
[(70, 93), (63, 84), (42, 71), (20, 70), (3, 69), (0, 55), (26, 55), (25, 43), (51, 22), (69, 9), (71, 21), (90, 25), (94, 44), (67, 43)]
[(49, 85), (68, 86), (67, 52), (89, 28), (67, 27), (54, 30), (48, 32), (35, 19), (34, 2), (16, 18), (7, 51), (11, 65), (22, 69), (19, 98)]
[(71, 16), (43, 31), (1, 10), (17, 45), (11, 69), (42, 57), (46, 54), (45, 41), (56, 48), (81, 78), (66, 52), (66, 47), (71, 43), (74, 36)]
[(83, 61), (73, 1), (43, 19), (29, 43), (10, 22), (9, 38), (6, 52), (8, 61), (18, 84), (45, 83), (55, 77), (84, 94), (74, 71), (83, 68)]
[(33, 50), (40, 67), (44, 84), (11, 66), (9, 59), (1, 41), (3, 34), (6, 0), (22, 5), (35, 12), (39, 14), (83, 23), (97, 44), (45, 49)]
[(67, 100), (46, 96), (25, 90), (46, 70), (31, 53), (10, 11), (47, 36), (62, 42), (71, 44), (81, 19), (96, 17), (95, 57), (95, 74), (66, 91)]
[(41, 55), (51, 56), (55, 53), (54, 61), (61, 94), (80, 92), (87, 47), (96, 6), (81, 4), (60, 29), (41, 5), (10, 16), (23, 45), (29, 41)]
[(19, 72), (32, 58), (19, 26), (6, 8), (21, 4), (47, 28), (62, 18), (60, 15), (73, 3), (80, 9), (80, 41), (99, 86), (27, 96), (14, 86)]
[(19, 64), (27, 66), (21, 91), (71, 94), (61, 67), (73, 61), (82, 63), (81, 41), (72, 35), (71, 27), (58, 8), (0, 18), (17, 33), (20, 42)]
[(46, 19), (98, 19), (100, 46), (92, 53), (83, 62), (74, 100), (28, 84), (22, 81), (19, 66), (31, 56), (19, 37), (11, 11), (8, 2), (20, 14)]
[(24, 24), (26, 14), (40, 31), (84, 38), (94, 62), (89, 67), (95, 80), (83, 97), (81, 93), (69, 62), (47, 74), (21, 93), (33, 53), (5, 42)]
[(63, 43), (76, 49), (85, 46), (87, 68), (93, 98), (70, 82), (46, 68), (44, 92), (34, 97), (23, 88), (9, 84), (0, 67), (1, 61), (32, 17)]
[(26, 3), (55, 4), (75, 10), (70, 32), (97, 64), (97, 79), (92, 82), (48, 76), (10, 95), (5, 89), (24, 62), (12, 16), (28, 17), (26, 6)]
[(33, 31), (39, 41), (52, 45), (50, 54), (61, 67), (38, 83), (13, 84), (34, 90), (52, 95), (62, 81), (100, 81), (100, 67), (74, 46), (75, 0)]
[(77, 43), (66, 54), (66, 78), (15, 65), (20, 45), (29, 36), (36, 32), (27, 5), (47, 28), (48, 31), (73, 21), (83, 16), (88, 22), (89, 22)]
[(11, 35), (10, 67), (42, 91), (90, 69), (97, 68), (92, 58), (81, 43), (100, 13), (60, 4), (48, 0), (45, 6), (40, 26), (20, 22), (5, 15)]
[(24, 53), (33, 30), (27, 0), (59, 17), (81, 10), (60, 32), (88, 61), (88, 91), (79, 100), (66, 92), (43, 62), (26, 69), (17, 74), (19, 67)]
[(26, 15), (22, 10), (1, 36), (24, 36), (33, 51), (46, 51), (4, 99), (40, 87), (72, 87), (89, 41), (71, 29), (69, 8), (43, 10), (30, 11)]
[(35, 37), (9, 24), (8, 28), (12, 94), (43, 70), (49, 74), (52, 55), (59, 64), (85, 78), (78, 55), (81, 50), (67, 32), (90, 9), (40, 16)]
[(2, 55), (20, 22), (17, 6), (38, 26), (43, 37), (66, 33), (85, 19), (97, 12), (89, 34), (84, 76), (80, 98), (61, 70), (39, 62), (26, 52)]
[(11, 88), (2, 95), (12, 100), (18, 91), (54, 95), (76, 96), (83, 85), (66, 57), (90, 28), (81, 8), (60, 4), (54, 55), (29, 63), (10, 73)]
[(68, 37), (51, 17), (33, 22), (29, 8), (13, 28), (17, 68), (0, 99), (1, 99), (22, 92), (33, 57), (47, 59), (89, 81), (84, 50), (91, 25)]
[(27, 38), (38, 43), (45, 32), (26, 18), (19, 8), (45, 7), (66, 4), (64, 27), (75, 47), (93, 72), (44, 78), (29, 70), (14, 66), (6, 65)]
[(22, 74), (31, 75), (34, 61), (57, 65), (55, 84), (79, 85), (87, 78), (94, 49), (85, 48), (60, 3), (40, 27), (15, 18), (5, 17), (2, 48)]
[(45, 48), (23, 46), (16, 38), (5, 56), (35, 81), (76, 88), (82, 94), (76, 46), (96, 41), (84, 28), (80, 9), (49, 27), (61, 38), (52, 56)]
[(86, 9), (52, 37), (68, 45), (76, 85), (79, 97), (51, 88), (42, 95), (28, 92), (31, 59), (13, 66), (1, 33), (24, 18), (36, 3), (86, 6)]
[(64, 37), (68, 9), (88, 0), (99, 26), (73, 71), (65, 68), (50, 60), (41, 76), (52, 97), (4, 95), (20, 53), (15, 34), (46, 45), (53, 43)]
[(6, 34), (11, 29), (20, 36), (47, 1), (96, 0), (91, 13), (100, 27), (78, 71), (53, 50), (48, 65), (35, 70), (15, 73), (3, 98), (0, 49)]
[(70, 57), (89, 56), (72, 73), (77, 79), (44, 93), (14, 99), (9, 95), (36, 50), (6, 28), (38, 12), (48, 29), (65, 15), (80, 6), (65, 34)]
[(60, 20), (45, 20), (7, 43), (8, 87), (24, 88), (23, 95), (34, 96), (80, 93), (76, 87), (86, 76), (86, 73), (75, 72), (80, 30), (82, 0)]
[(26, 34), (42, 53), (23, 58), (13, 83), (85, 92), (82, 80), (98, 3), (86, 8), (61, 15), (55, 25), (29, 20), (30, 5), (0, 22), (20, 40)]
[(3, 26), (2, 20), (12, 0), (48, 24), (94, 42), (100, 98), (64, 49), (38, 48), (36, 60), (33, 77), (7, 85), (6, 58), (10, 55), (21, 51)]
[(27, 95), (44, 97), (81, 96), (63, 62), (44, 64), (48, 32), (54, 23), (97, 24), (100, 24), (93, 3), (53, 0), (26, 8), (17, 23), (10, 52)]
[(47, 45), (38, 49), (29, 47), (22, 23), (10, 74), (14, 85), (29, 78), (52, 77), (71, 66), (95, 63), (97, 22), (87, 25), (74, 15), (78, 31)]
[(87, 43), (19, 3), (13, 27), (8, 61), (43, 56), (46, 77), (44, 77), (33, 93), (35, 94), (70, 89), (77, 97), (89, 80), (96, 42), (90, 41)]
[(41, 8), (47, 5), (73, 23), (79, 32), (87, 59), (94, 63), (94, 64), (98, 85), (92, 94), (83, 83), (11, 81), (38, 43), (11, 37), (3, 21)]
[(93, 93), (86, 66), (75, 58), (70, 54), (87, 6), (45, 14), (31, 3), (29, 10), (30, 22), (41, 40), (18, 84), (29, 95), (36, 90), (57, 100)]
[(75, 83), (70, 83), (63, 98), (55, 95), (18, 86), (44, 43), (35, 41), (23, 11), (48, 25), (58, 25), (64, 26), (83, 49), (82, 56), (73, 64)]
[(48, 73), (49, 73), (72, 77), (94, 92), (97, 91), (71, 59), (69, 8), (46, 18), (24, 6), (45, 38), (37, 49), (36, 50), (25, 55), (23, 89)]
[(89, 10), (86, 35), (98, 56), (93, 89), (81, 85), (57, 77), (19, 83), (23, 64), (15, 61), (23, 8), (55, 0), (55, 5), (55, 16), (68, 39)]
[(90, 81), (68, 79), (54, 74), (56, 84), (49, 99), (29, 94), (15, 79), (16, 71), (3, 15), (27, 8), (36, 15), (48, 5), (65, 32), (94, 69)]
[(14, 57), (8, 53), (15, 33), (25, 29), (45, 18), (44, 39), (68, 38), (84, 19), (100, 26), (100, 79), (72, 81), (71, 99), (26, 87), (28, 61)]
[(52, 20), (85, 8), (53, 40), (86, 73), (50, 72), (47, 96), (33, 85), (20, 66), (10, 52), (3, 33), (18, 30), (2, 1), (30, 7), (30, 9)]
[(20, 86), (6, 95), (9, 88), (31, 31), (12, 4), (90, 4), (90, 42), (82, 41), (68, 43), (53, 55), (74, 64), (81, 85), (63, 90), (47, 77)]
                            [(95, 7), (75, 41), (61, 59), (76, 80), (68, 93), (20, 100), (32, 73), (9, 61), (20, 58), (35, 43), (38, 33), (11, 4), (47, 6), (47, 16)]
                            [(7, 97), (13, 66), (14, 52), (9, 16), (45, 31), (45, 4), (59, 2), (66, 25), (95, 19), (96, 49), (63, 100), (61, 99), (57, 100), (25, 93)]
                            [(7, 21), (37, 2), (44, 6), (63, 43), (74, 48), (89, 77), (65, 82), (60, 100), (57, 89), (48, 66), (15, 93), (6, 68), (13, 58), (24, 36)]
                            [(79, 32), (85, 6), (66, 10), (50, 3), (29, 1), (2, 6), (28, 46), (26, 61), (0, 74), (82, 96), (83, 83), (73, 71), (86, 48), (86, 37)]
                            [(60, 35), (19, 24), (13, 34), (16, 44), (25, 59), (26, 68), (20, 97), (42, 59), (41, 57), (52, 56), (67, 56), (80, 77), (79, 49), (67, 50)]
                            [(39, 33), (49, 39), (54, 31), (59, 13), (98, 70), (69, 72), (50, 85), (52, 91), (40, 98), (24, 100), (14, 98), (11, 73), (20, 36), (35, 41)]
                            [(35, 8), (72, 17), (79, 35), (91, 60), (80, 73), (93, 90), (81, 86), (18, 82), (33, 76), (38, 69), (39, 61), (56, 41), (28, 33), (39, 26)]
                            [(53, 6), (55, 1), (69, 17), (78, 39), (77, 40), (81, 43), (90, 39), (90, 62), (86, 69), (82, 99), (45, 70), (23, 80), (5, 49), (2, 2)]
                            [(78, 100), (62, 88), (28, 97), (17, 94), (25, 68), (25, 47), (9, 19), (17, 1), (68, 0), (86, 25), (69, 38), (74, 66), (94, 71), (97, 85)]
                            [(51, 77), (64, 98), (96, 93), (66, 63), (54, 48), (66, 31), (81, 22), (97, 4), (16, 0), (6, 35), (11, 78), (18, 94), (42, 80), (44, 77)]
                            [(70, 52), (57, 66), (54, 75), (12, 82), (5, 40), (13, 9), (24, 27), (24, 44), (46, 43), (52, 46), (60, 30), (78, 6), (92, 59), (93, 73)]
                            [(33, 80), (45, 80), (62, 91), (93, 96), (98, 54), (96, 9), (63, 9), (3, 11), (4, 20), (1, 43), (42, 44), (47, 50), (61, 61), (26, 76)]
                            [(50, 1), (99, 0), (57, 36), (75, 44), (89, 83), (78, 88), (67, 98), (41, 83), (17, 44), (1, 39), (6, 31), (20, 22), (29, 20), (31, 23)]
                            [(0, 33), (3, 42), (35, 50), (59, 68), (78, 95), (90, 99), (99, 70), (90, 63), (86, 53), (90, 40), (83, 40), (59, 10), (31, 11), (5, 11)]
                            [(54, 83), (50, 66), (25, 74), (32, 91), (4, 98), (5, 58), (38, 39), (79, 29), (86, 23), (83, 42), (82, 45), (89, 45), (75, 72), (73, 94)]
                            [(17, 33), (5, 49), (10, 62), (27, 94), (74, 81), (95, 95), (96, 35), (76, 38), (77, 21), (87, 2), (51, 7), (43, 21), (8, 0), (4, 13)]
                            [(81, 43), (82, 12), (50, 15), (30, 12), (26, 12), (24, 2), (9, 25), (28, 38), (7, 75), (52, 67), (54, 66), (87, 66), (93, 61), (93, 43)]
                            [(2, 89), (11, 96), (11, 85), (36, 74), (35, 55), (47, 54), (75, 60), (96, 84), (86, 21), (63, 10), (30, 0), (17, 41), (3, 67), (2, 84)]
                            [(80, 98), (77, 82), (87, 44), (97, 40), (90, 23), (83, 15), (46, 22), (9, 25), (30, 37), (33, 43), (29, 65), (19, 87), (59, 92), (61, 94)]
                            [(47, 99), (40, 88), (35, 66), (24, 51), (4, 24), (15, 7), (29, 32), (43, 28), (64, 19), (67, 37), (57, 38), (45, 47), (66, 60), (88, 69)]
                            [(31, 100), (58, 90), (69, 96), (99, 79), (97, 63), (60, 60), (52, 51), (48, 18), (35, 8), (26, 33), (10, 32), (2, 70), (5, 93), (28, 95)]
                            [(1, 75), (36, 88), (63, 78), (90, 89), (94, 66), (89, 16), (82, 28), (64, 49), (55, 64), (43, 54), (26, 45), (42, 12), (4, 28), (7, 54)]
                            [(6, 41), (6, 1), (31, 26), (46, 37), (87, 29), (79, 66), (87, 68), (99, 95), (32, 95), (15, 96), (8, 85), (10, 74), (16, 47), (14, 42)]
                            [(63, 15), (50, 45), (44, 47), (33, 44), (13, 39), (8, 27), (0, 16), (6, 66), (7, 74), (31, 91), (67, 88), (84, 45), (65, 8), (60, 4)]
                            [(24, 79), (37, 47), (17, 50), (6, 48), (6, 9), (34, 4), (38, 8), (55, 17), (56, 34), (67, 55), (77, 47), (83, 62), (76, 84), (37, 98)]
                            [(47, 60), (58, 37), (91, 6), (94, 51), (82, 62), (87, 90), (66, 89), (26, 79), (17, 78), (2, 61), (7, 32), (29, 9), (32, 11), (30, 46)]
                            [(56, 94), (43, 99), (21, 98), (29, 88), (21, 78), (31, 62), (34, 58), (41, 34), (43, 26), (31, 24), (25, 5), (67, 17), (58, 32), (75, 74)]
                            [(39, 70), (56, 48), (64, 58), (92, 95), (98, 62), (75, 15), (35, 0), (32, 25), (23, 27), (19, 23), (12, 21), (2, 58), (11, 78), (30, 62)]
                            [(1, 14), (8, 54), (14, 77), (49, 65), (70, 43), (78, 51), (84, 57), (89, 41), (78, 30), (68, 21), (53, 28), (48, 1), (17, 11), (13, 15)]
                            [(33, 80), (7, 63), (12, 55), (21, 35), (6, 19), (7, 9), (11, 11), (86, 9), (98, 2), (88, 20), (75, 41), (66, 68), (78, 92), (55, 95)]
                            [(63, 36), (32, 39), (19, 17), (12, 18), (12, 72), (36, 77), (58, 91), (74, 82), (88, 82), (82, 74), (66, 59), (78, 48), (73, 35), (76, 26)]
                            [(19, 53), (15, 63), (15, 84), (34, 98), (35, 100), (80, 86), (79, 49), (84, 35), (82, 33), (81, 34), (75, 25), (61, 7), (56, 14), (38, 16)]
                            [(24, 57), (44, 51), (62, 62), (61, 75), (93, 98), (80, 67), (87, 30), (56, 13), (45, 8), (38, 29), (44, 37), (14, 36), (5, 85), (25, 65)]
                            [(71, 15), (91, 63), (41, 80), (45, 100), (33, 94), (20, 98), (21, 74), (14, 62), (15, 34), (39, 26), (49, 23), (50, 4), (55, 9), (61, 14)]
                            [(85, 75), (79, 59), (67, 39), (91, 18), (57, 8), (42, 8), (41, 6), (35, 16), (1, 10), (15, 62), (8, 85), (23, 76), (31, 63), (42, 63)]
                            [(40, 52), (32, 71), (26, 99), (66, 68), (86, 48), (88, 46), (81, 6), (78, 12), (66, 22), (59, 22), (40, 25), (34, 19), (5, 48), (17, 56)]
                            [(4, 57), (7, 79), (39, 100), (50, 85), (53, 86), (80, 65), (79, 37), (91, 19), (53, 45), (20, 35), (26, 24), (19, 14), (13, 23), (0, 26)]
                            [(45, 100), (7, 67), (14, 57), (21, 48), (12, 13), (25, 20), (80, 3), (74, 31), (73, 36), (63, 48), (56, 67), (84, 66), (85, 83), (61, 98)]
                            [(52, 86), (67, 59), (54, 55), (34, 54), (15, 73), (12, 42), (0, 28), (28, 30), (47, 31), (49, 8), (89, 7), (89, 37), (84, 58), (95, 90)]
                            [(55, 21), (60, 31), (44, 49), (94, 41), (67, 78), (52, 81), (49, 95), (44, 92), (44, 77), (24, 79), (17, 84), (4, 55), (11, 18), (49, 13)]
                            [(62, 71), (64, 81), (91, 92), (41, 93), (3, 100), (8, 96), (18, 81), (7, 50), (8, 11), (56, 4), (76, 0), (82, 36), (50, 51), (49, 54)]
